ID,Type,Collection Period,Fate,Date,Season,Latitude,Longitude,Unspec,Spec,Half,Two,TwoVeg,Live,Dead,DeadVeg,DeadVegManual,Sand,SR,BP,IP,BS,VE,SG,DG,SH,SB,PW,KE,VV,WO,SL,MI,Viewshed,Pioneer_Builders,Secondary_Stabilizers,Secondary_Builders,Pioneer_Stabilizers,Tertiary_Stabilizers,NonVeg
56,Nest,NA,Fail,2024-10-10T00:00:00Z,Fall,36.745018,-121.803261,None,Beach-bur Sage,0.2,0.15,0.135,0.10125,0.13481249999999997,0.016174687499999996,0.03375,0.85,0.015,0,0,0.12,0,0,0,0,0,0,0,0,0.015,0,0,360,0.015,0,0,0.12,0,0.015
61,Nest,NA,Hatch,2024-10-07T00:00:00Z,Fall,36.73615,-121.8045,None,Woody,0.15,0.1,0.09,0.063,0.0937,0.007533,0.027,0.9,0.06,0.03,0,0,0.010000000000000002,0,0,0,0,0,0,0,0.010000000000000002,0,0,315,0.06,0.04,0,0,0,0.010000000000000002
54,Nest,NA,Fail,2024-10-07T00:00:00Z,Fall,36.736475,-121.804451,None,Woody,0.1,0.05,0.04,0.027999999999999997,0.048600000000000004,0.001544,0.012,0.95,0.025,0,0.015,0,0,0,0,0,0,0,0,0,0.0075,0,0.0025,270,0.025,0.015,0,0,0,0.01
60,Nest,NA,Hatch,2024-10-07T00:00:00Z,Fall,36.7354,-121.80496,None,Sea Rocket,0.1,0.05,0.027500000000000004,0.01925,0.049037500000000005,7.297812500000002e-4,0.00825,0.95,0.020000000000000004,0,0.0075,0,0,0,0,0,0,0,0,0,0.022500000000000003,0,0,360,0.020000000000000004,0.0075,0,0,0,0.022500000000000003
266,Random Point,NA,na,2024-04-25T00:00:00Z,Nesting,36.73582,-121.80471,None,None,0.05,0.01,0.006,0,0.01,3.6000000000000014e-5,0.006,0.99,0,0,0.006,0,0,0,0,0,0,0,0,5.000000000000004e-4,0,0.0035,0,360,0,0.006,0,0,0,0.004
203,Random Point,NA,na,2024-04-25T00:00:00Z,Nesting,36.73618,-121.80418,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0
224,Random Point,NA,na,2024-04-25T00:00:00Z,Nesting,36.73852,-121.80432,None,None,0.01,0.35,0.3,0.3,0.24499999999999997,0.063,0,0.65,0.105,0.26249999999999996,0,0,0,0.017499999999999998,0,0,0,0,0,0.034999999999999996,0,0,0,200,0.105,0.27999999999999997,0,0,0,0.034999999999999996
201,Random Point,NA,na,2024-04-25T00:00:00Z,Nesting,36.73983,-121.80367,None,None,0.05,0.1,0.09,0.09,0.091,0.00774,0,0.9,0.005,0,0,0,0,0.075,0.014999999999999996,0,0,0,0,0,0,0,0.005,285,0.019999999999999997,0.075,0,0,0,0.005
144,Random Point,NA,na,2024-04-25T00:00:00Z,Nesting,36.73951,-121.80356,None,None,0.05,0.05,0.030000000000000027,0.024,0.0488,8.640000000000003e-4,0.006,0.95,0,0,0.012500000000000011,0.010000000000000009,0.0075,0,0,0,0,0,0,0,0.017500000000000016,0,0.0025,330,0,0.020000000000000018,0,0.010000000000000009,0,0.020000000000000018
109,Random Point,NA,na,2024-04-25T00:00:00Z,Nesting,36.7391,-121.80356,None,None,0.01,0.01,0.005,0,0.01,2.5e-5,0.005,0.99,0,0,0.005,0,0,0,0,0,0,0,0,0,0.005,0,0,360,0,0.005,0,0,0,0.005
21,Random Point,NA,na,2024-04-25T00:00:00Z,Nesting,36.743,-121.80363,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0
159,Random Point,NA,na,2024-04-25T00:00:00Z,Nesting,36.74402,-121.8043,None,None,0.01,0.05,0.0175,0.007,0.04965,3.00125e-4,0.0105,0.95,0.0025,0,0,0.015,0,0,0,0,0,0,0,0,0.03,0,0.0025,360,0.0025,0,0,0.015,0,0.0325
47,Random Point,NA,na,2024-04-25T00:00:00Z,Nesting,36.74759,-121.80416,Barge Debree,None,0,0.05,0,0,0.05,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,345,0,0,0,0,0,0.05
134,Random Point,NA,na,2024-04-25T00:00:00Z,Nesting,36.74784,-121.80412,None,None,0,0.05,0.04,0.036,0.0482,0.001528,0.004,0.95,0,0,0,0.037500000000000006,0.0025,0,0,0,0,0,0,0,0.010000000000000002,0,0,360,0,0.0025,0,0.037500000000000006,0,0.010000000000000002
211,Random Point,NA,na,2024-04-25T00:00:00Z,Nesting,36.74848,-121.80396,None,None,0.01,0.05,0.015,0.01275,0.049362500000000004,2.154375000000001e-4,0.00225,0.95,0.015,0,0,0,0,0,0,0,0,0,0,0,0.034999999999999996,0,0,360,0.015,0,0,0,0,0.034999999999999996
279,Random Point,NA,na,2024-06-07T00:00:00Z,Nesting,36.74788,-121.80338,None,Sea Rocket,0.2,0.2,0.19,0.19,0.16200000000000003,0.028880000000000006,0,0.8,0.19,0,0,0,0,0,0,0,0,0,0,0,0.010000000000000002,0,0,300,0.19,0,0,0,0,0.010000000000000002
86,Random Point,NA,na,2024-06-07T00:00:00Z,Nesting,36.74763,-121.80352,None,None,0.2,0.4,0.4,0.4,0.24,0.096,0,0.6,0.12,0.27999999999999997,0,0,0,0,0.06,0,0,0,0,0,0,0,0,330,0.18,0.27999999999999997,0,0,0,0
178,Random Point,NA,na,2024-07-24T00:00:00Z,Nesting,36.74434,-121.80405,None,None,0,0.01,0.01,0,0.01,1e-4,0.01,0.99,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0.01,0,0,0,0
20,Random Point,NA,na,2024-06-07T00:00:00Z,Nesting,36.74408,-121.80372,None,None,0,0.01,0.01,0.01,0.0099,9.900000000000001e-5,0,0.99,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0.01,0,0,0,0,0
153,Random Point,NA,na,2024-06-07T00:00:00Z,Nesting,36.74281,-121.80358,None,None,0,0.01,0,0,0.01,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,360,0,0,0,0,0,0.01
177,Random Point,NA,na,2024-07-24T00:00:00Z,Nesting,36.74223,-121.80355,None,None,0.01,0.01,0,0,0.01,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,330,0,0,0,0,0,0.01
215,Random Point,NA,na,2024-06-07T00:00:00Z,Nesting,36.74079,-121.80311,None,None,0.01,0.1,0.1,0.099,0.0901,0.00901,0.001,0.9,0.069,0,0.001,0.03,0,0,0,0,0,0,0,0,0,0,0,330,0.069,0.001,0,0.03,0,0
78,Random Point,NA,na,2024-06-07T00:00:00Z,Nesting,36.73845,-121.80414,None,None,0,0.05,0.025,0.022500000000000003,0.048875,5.968750000000001e-4,0.0025,0.95,0.025,0,0,0,0,0,0,0,0,0,0,0,0.0245,0,5e-4,360,0.025,0,0,0,0,0.025
125,Random Point,NA,na,2024-07-24T00:00:00Z,Nesting,36.73595,-121.80435,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0
222,Random Point,NA,na,2024-06-14T00:00:00Z,Nesting,36.73581,-121.80394,None,None,0.05,0.05,0.025,0.0125,0.049375,6.093750000000001e-4,0.0125,0.95,0.015,0,0.010000000000000002,0,0,0,0,0,0,0,0,0,0.015,0,0.010000000000000002,360,0.015,0.010000000000000002,0,0,0,0.025
84,Random Point,NA,na,2024-06-14T00:00:00Z,Nesting,36.73666,-121.80371,On Dune,Verbena,0.8,0.8,0.8,0.8,0.15999999999999998,0.12799999999999997,0,0.19999999999999996,0,0,0,0.5599999999999999,0.48,0,0,0,0,0,0,0,0,0,0,320,0,0.48,0,0.5599999999999999,0,0
254,Random Point,NA,na,2024-06-14T00:00:00Z,Nesting,36.73628,-121.80379,None,None,0,0.01,0,0,0.01,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,360,0,0,0,0,0,0.01
226,Random Point,NA,na,2024-06-14T00:00:00Z,Nesting,36.73718,-121.80328,None,Woody,0.01,0.01,0,0,0.01,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,360,0,0,0,0,0,0.01
183,Random Point,NA,na,2024-06-14T00:00:00Z,Nesting,36.73755,-121.80453,None,None,0.01,0.01,0.01,0.01,0.0099,9.900000000000001e-5,0,0.99,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0.01,0,0,0,0,0
95,Random Point,NA,na,2024-06-14T00:00:00Z,Nesting,36.73891,-121.80292,None,None,0.01,0.01,0,0,0.01,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,345,0,0,0,0,0,0.01
69,Random Point,NA,na,2024-06-14T00:00:00Z,Nesting,36.73918,-121.80337,On Dune,Sea Rocket,0.15,0.1,0.06,0.036,0.0964,0.003384,0.024,0.9,0.06,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,345,0.06,0,0,0,0,0.04
237,Random Point,NA,na,2024-06-14T00:00:00Z,Nesting,36.73937,-121.80405,None,Sea Rocket,0.15,0.15,0.12,0.096,0.1356,0.012672,0.024,0.85,0.09,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.03,345,0.09,0.03,0,0,0,0.03
175,Random Point,NA,na,2024-07-24T00:00:00Z,Nesting,36.73983,-121.80367,None,Salt Grass,0,0.01,0.01,0.01,0.0099,9.900000000000001e-5,0,0.99,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0.01,0,0,0,0,0
283,Random Point,NA,na,2024-06-14T00:00:00Z,Nesting,36.74054,-121.80325,None,Sea Rocket,0.1,0.4,0.4,0.4,0.24,0.096,0,0.6,0.12,0,0,0.24,0,0,0,0.04,0,0,0,0,0,0,0,360,0.12,0,0.04,0.24,0,0
258,Random Point,NA,na,2024-06-14T00:00:00Z,Nesting,36.74191,-121.80424,None,None,0,0.01,0.005,0.005,0.00995,2.4750000000000002e-5,0,0.99,0.0025,0.0025,0,0,0,0,0,0,0,0,0,0,0.003,0,0.002,330,0.0025,0.0025,0,0,0,0.005
246,Random Point,NA,na,2024-06-14T00:00:00Z,Nesting,36.73856,-121.80379,Dune Base,None,0.05,0.3,0.3,0.3,0.21,0.063,0.03,0.7,0.06,0,0,0.24,0,0.09,0,0,0,0,0,0,0,0,0,240,0.06,0.09,0,0.24,0,0
199,Random Point,NA,na,2024-06-14T00:00:00Z,Nesting,36.73801,-121.80457,None,None,0,0.01,0.008,0.008,0.00992,6.336e-5,0,0.99,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0.002,330,0,0,0,0.008,0,0.002
32,Random Point,NA,na,2024-07-10T00:00:00Z,Nesting,36.73778,-121.80412,None,None,0,0.01,0,0,0.01,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,360,0,0,0,0,0,0.01
3,Random Point,NA,na,2024-07-10T00:00:00Z,Nesting,36.7401,-121.80415,None,None,0.05,0.05,0.05,0.0475,0.047625,0.00238125,0.0025,0.95,0,0.03,0,0,0,0.020000000000000004,0,0,0,0,0,0,0,0,0,180,0,0.05,0,0,0,0
58,Random Point,NA,na,2024-07-10T00:00:00Z,Nesting,36.74044,-121.80415,On Dune,Verbana,0.8,0.8,0.8,0.7200000000000001,0.22399999999999995,0.17919999999999997,0.16000000000000003,0.19999999999999996,0,0,0,0.6400000000000001,0.32000000000000006,0,0,0,0,0,0,0,0,0,0,360,0,0.32000000000000006,0,0.6400000000000001,0,0
218,Random Point,NA,na,2024-07-10T00:00:00Z,Nesting,36.74207,-121.80381,None,None,0.01,0.01,0.009,0.0072,0.009928,8.0352e-5,0.0018,0.99,0,0.001,0.001,0,0.007,0,0,0,0,0,0,0,0.001,0,0,350,0,0.009,0,0,0,0.001
156,Random Point,NA,na,2024-07-10T00:00:00Z,Nesting,36.74235,-121.80387,None,None,0.05,0.05,0.04,0.032,0.0484,0.001336,0.008,0.95,0.015,0,0,0,0,0,0.020000000000000004,0,0,0,0,0,0.015,0,0,315,0.035,0,0,0,0,0.015
253,Random Point,NA,na,2024-07-10T00:00:00Z,Nesting,36.74517,-121.80431,On Dune,None,0.05,0.2,0.2,0.2,0.16000000000000003,0.032,0,0.8,0.08,0,0,0.12,0,0.020000000000000004,0,0.03,0,0,0,0,0,0,0,260,0.08,0.020000000000000004,0.03,0.12,0,0
219,Random Point,NA,na,2024-07-10T00:00:00Z,Nesting,36.74471,-121.80443,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0
267,Random Point,NA,na,2024-07-10T00:00:00Z,Nesting,36.7448,-121.80308,On Dune,Salt Grass,0.4,0.4,0.39999999999999997,0.39999999999999997,0.24000000000000005,0.096,0,0.6,0.12,0,0,0,0,0.27999999999999997,0,0,0,0,0,0,0,0,0,240,0.12,0.27999999999999997,0,0,0,0
142,Random Point,NA,na,2024-07-24T00:00:00Z,Nesting,36.73622,-121.80516,None,None,0,0.1,0.08,0.08,0.092,0.00576,0,0.9,0,0,0,0,0.08,0,0,0,0,0,0,0,0.020000000000000004,0,0,240,0,0.08,0,0,0,0.020000000000000004
244,Random Point,NA,na,2024-07-24T00:00:00Z,Nesting,36.7365,-121.80449,None,None,0.05,0.2,0.2,0.2,0.16000000000000003,0.032,0,0.8,0,0.11000000000000001,0,0,0,0.08,0.04,0,0,0,0,0,0,0,0,330,0.04,0.19000000000000003,0,0,0,0
149,Random Point,NA,na,2024-07-30T00:00:00Z,Nesting,36.7355,-121.80488,None,None,0.01,0.01,0.002,0.0014,0.009986,3.972e-6,6e-4,0.99,0.002,0,0,0,0,0,0,0,0,0,0.004,0,0.004,0,0,360,0.002,0,0,0,0,0.008
266,Random Point,NA,na,2024-10-07T00:00:00Z,Fall,36.73582,-121.80471,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0
203,Random Point,NA,na,2024-10-07T00:00:00Z,Fall,36.73618,-121.80418,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0
224,Random Point,NA,na,2024-10-09T00:00:00Z,Fall,36.73852,-121.80432,None,None,0.01,0.35,0.35,0.175,0.28874999999999995,0.10106249999999997,0.12249999999999998,0.65,0.105,0.21,0,0.034999999999999996,0,0,0,0,0,0,0,0,0,0,0,225,0.105,0.21,0,0.034999999999999996,0,0
201,Random Point,NA,na,2024-10-10T00:00:00Z,Fall,36.73983,-121.80367,None,Salt Grass,0.05,0.15,0.15,0.105,0.13425,0.0201375,0.045,0.85,0.0525,0,0,0,0,0.075,0.0225,0,0,0,0,0,0,0,0,285,0.075,0.075,0,0,0,0
144,Random Point,NA,na,2024-10-09T00:00:00Z,Fall,36.73951,-121.80356,None,None,0.05,0.15,0.135,0.12150000000000001,0.13177499999999998,0.015764624999999997,0.013500000000000002,0.85,0.09,0,0,0.03,0,0,0,0,0,0.015,0,0,0.015,0,0,345,0.09,0,0,0.03,0.015,0.015
109,Random Point,NA,na,2024-10-09T00:00:00Z,Fall,36.7391,-121.80356,None,None,0.01,0.01,0.005,0,0.01,2.5e-5,0.005,0.99,0,0,0.005,0,0,0,0,0,0,0,0,0,0.005,0,0,330,0,0.005,0,0,0,0.005
21,Random Point,NA,na,2024-10-10T00:00:00Z,Fall,36.743,-121.80363,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0
159,Random Point,NA,na,2024-10-10T00:00:00Z,Fall,36.74402,-121.8043,None,None,0.1,0.2,0.18,0.135,0.17300000000000001,0.027540000000000002,0.045,0.8,0.1,0,0.020000000000000004,0.06,0,0,0,0,0,0,0,0,0.020000000000000004,0,0,360,0.1,0.020000000000000004,0,0.06,0,0.020000000000000004
47,Random Point,NA,na,2024-10-10T00:00:00Z,Fall,36.74759,-121.80416,In River,Water,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Random Point,NA,na,2024-10-10T00:00:00Z,Fall,36.74784,-121.80412,In River,Water,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Random Point,NA,na,2024-10-10T00:00:00Z,Fall,36.74848,-121.80396,In River,Water,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Random Point,NA,na,2024-10-10T00:00:00Z,Fall,36.74788,-121.80338,In River,Water,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Random Point,NA,na,2024-10-10T00:00:00Z,Fall,36.74763,-121.80352,Spit,Beach Pea,0.2,0.3,0.25,0.175,0.24749999999999997,0.046875,0.075,0.7,0,0.195,0,0,0,0,0.09,0,0,0,0,0,0.03,0,0.03,300,0.09,0.195,0,0,0,0.06
178,Random Point,NA,na,2024-10-10T00:00:00Z,Fall,36.74434,-121.80405,None,None,0.01,0.01,0,0,0.01,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.004,0,315,0,0,0,0,0,0.01
20,Random Point,NA,na,2024-10-10T00:00:00Z,Fall,36.74408,-121.80372,None,None,0,0.05,0.05,0.025,0.04875,0.0024375,0.025,0.95,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0.05,0,0,0,0,0
153,Random Point,NA,na,2024-10-10T00:00:00Z,Fall,36.74281,-121.80358,None,None,0.01,0.05,0.045000000000000005,0.045000000000000005,0.04775,0.00192375,0,0.95,0.045000000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,360,0.045000000000000005,0,0,0,0,0.005
177,Random Point,NA,na,2024-10-10T00:00:00Z,Fall,36.74223,-121.80355,None,Sea Rocket,0.15,0.05,0.03,0.03,0.0485,8.549999999999999e-4,0,0.95,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.020000000000000004,0,360,0.03,0,0,0,0,0.020000000000000004
215,Random Point,NA,na,2024-10-10T00:00:00Z,Fall,36.74079,-121.80311,None,None,0,0.4,0.4,0.27999999999999997,0.288,0.1152,0.12,0.6,0.24,0.16000000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0.24,0.16000000000000003,0,0,0,0
78,Random Point,NA,na,2024-10-09T00:00:00Z,Fall,36.73845,-121.80414,None,None,0.01,0.01,0.005,0.0035,0.009965,2.4825e-5,0.0015,0.99,0,0,0.005,0,0,0,0,0,0,0,0,0,0.005,0,0,315,0,0.005,0,0,0,0.005
125,Random Point,NA,na,2024-10-07T00:00:00Z,Fall,36.73595,-121.80435,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0
222,Random Point,NA,na,2024-10-07T00:00:00Z,Fall,36.73581,-121.80394,None,None,0.01,0.01,0.0045,0.00225,0.0099775,2.0148750000000003e-5,0.00225,0.99,0.004,0,5e-4,0,0,0,0,0,0,0,0,0,0.0055,0,0,345,0.004,5e-4,0,0,0,0.0055
84,Random Point,NA,na,2024-10-07T00:00:00Z,Fall,36.73666,-121.80371,On Dune,Beach-Bur Sage,0.5,0.55,0.55,0.275,0.39875,0.21931250000000002,0.33,0.44999999999999996,0,0,0,0.44000000000000006,0.165,0,0,0,0,0,0,0,0,0,0,320,0,0.165,0,0.44000000000000006,0,0
254,Random Point,NA,na,2024-10-07T00:00:00Z,Fall,36.73628,-121.80379,None,None,0,0.01,0.005,0.005,0.00995,2.4750000000000002e-5,0,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,330,0.005,0,0,0,0,0.005
226,Random Point,NA,na,2024-10-07T00:00:00Z,Fall,36.73718,-121.80328,None,None,0.01,0.01,0.0035,0,0.01,1.2250000000000001e-5,0.0035,0.99,0,0,0.0035,0,0,0,0,0,0,0,0,0,0.0035,0.003,0,360,0,0.0035,0,0,0,0.0065
183,Random Point,NA,na,2024-10-09T00:00:00Z,Fall,36.73755,-121.80453,None,Sea Rocket,0.05,0.01,0.01,0.008,0.00992,9.92e-5,0.002,0.99,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0.01,0,0,0,0,0
95,Random Point,NA,na,2024-10-09T00:00:00Z,Fall,36.73891,-121.80292,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0
69,Random Point,NA,na,2024-10-09T00:00:00Z,Fall,36.73918,-121.80337,None,Sea Rocket,0.4,0.1,0.1,0.05,0.095,0.0095,0.05,0.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0.1,0,0,0,0,0
237,Random Point,NA,na,2024-10-09T00:00:00Z,Fall,36.73937,-121.80405,None,Sea Rocket,0.25,0.2,0.1,0.04,0.192,0.0092,0.06,0.8,0.1,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.06,300,0.1,0,0,0,0,0.1
175,Random Point,NA,na,2024-10-09T00:00:00Z,Fall,36.73983,-121.80367,None,None,0.01,0.05,0.05,0.05,0.0475,0.002375,0,0.95,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0.05,0,0,0,0,0
283,Random Point,NA,na,2024-10-10T00:00:00Z,Fall,36.74054,-121.80325,On Dune,Beach-bur Sage,0.15,0.5,0.5,0.4,0.3,0.15,0.15,0.5,0.025,0,0,0.325,0.05,0,0,0.1,0,0,0,0,0,0,0,360,0.025,0.05,0.1,0.325,0,0
258,Random Point,NA,na,2024-10-10T00:00:00Z,Fall,36.74191,-121.80424,None,None,0,0.1,0.095,0.0665,0.09335,0.00839325,0.028499999999999998,0.9,0.07,0,0.025,0,0,0,0,0,0,0,0,0,0,0.005,0,315,0.07,0.025,0,0,0,0.005
246,Random Point,NA,na,2024-10-09T00:00:00Z,Fall,36.73856,-121.80379,On Dune,Beach-bur Sage,0.01,0.35,0.35,0.24499999999999997,0.26425,0.0924875,0.13999999999999999,0.65,0.105,0,0,0.21,0,0.034999999999999996,0,0,0,0,0,0,0,0,0,285,0.105,0.034999999999999996,0,0.21,0,0
199,Random Point,NA,na,2024-10-09T00:00:00Z,Fall,36.73801,-121.80457,None,None,0,0.05,0.05,0.03,0.0485,0.002425,0.020000000000000004,0.95,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0.05,0,0
32,Random Point,NA,na,2024-10-09T00:00:00Z,Fall,36.73778,-121.80412,None,Sea Rocket,0,0.01,0.005,0,0.01,2.5e-5,0.0025,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,330,0.005,0,0,0,0,0.005
3,Random Point,NA,na,2024-10-09T00:00:00Z,Fall,36.7401,-121.80415,None,None,0.05,0.1,0.1,0.08,0.092,0.0092,0.020000000000000004,0.9,0.020000000000000004,0,0,0.05,0,0.025,0.015,0,0,0,0,0,0,0,0,180,0.035,0.025,0,0.05,0,0
58,Random Point,NA,na,2024-10-10T00:00:00Z,Fall,36.74044,-121.80415,None,Beach-bur Sage,0.5,0.5,0.5,0.3,0.35,0.175,0.25,0.5,0,0,0,0.4,0.15,0,0,0,0,0,0,0,0,0,0,300,0,0.15,0,0.4,0,0
218,Random Point,NA,na,2024-10-10T00:00:00Z,Fall,36.74207,-121.80381,None,None,0,0.1,0.1,0.085,0.0915,0.00915,0.014999999999999998,0.9,0.07,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,350,0.07,0.03,0,0,0,0
156,Random Point,NA,na,2024-10-10T00:00:00Z,Fall,36.74235,-121.80387,None,Woody,0.05,0.1,0.075,0.05625,0.094375,0.005203125,0.018750000000000003,0.9,0.025,0,0,0,0.010000000000000002,0,0.04,0,0,0,0,0,0.025,0,0,300,0.065,0.010000000000000002,0,0,0,0.025
253,Random Point,NA,na,2024-10-10T00:00:00Z,Fall,36.74517,-121.80431,None,None,0,0.3,0.3,0.22499999999999998,0.23249999999999998,0.06975,0.105,0.7,0.12,0,0,0.21,0,0,0.03,0,0,0,0,0,0,0,0,260,0.15,0,0,0.21,0,0
219,Random Point,NA,na,2024-10-10T00:00:00Z,Fall,36.74471,-121.80443,None,None,0,0.05,0.05,0.05,0.0475,0.002375,0,0.95,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0.05,0,0,0,0,0
267,Random Point,NA,na,2024-10-10T00:00:00Z,Fall,36.7448,-121.80308,None,None,0.1,0.4,0.4,0.27999999999999997,0.288,0.1152,0.13999999999999999,0.6,0.2,0,0,0,0,0.27999999999999997,0,0,0,0,0,0,0,0,0,360,0.2,0.27999999999999997,0,0,0,0
142,Random Point,NA,na,2024-10-07T00:00:00Z,Fall,36.73622,-121.80516,None,None,0.01,0.05,0.03,0.015,0.04925,8.774999999999999e-4,0.015,0.95,0,0,0,0,0.03,0,0,0,0,0,0,0,0.020000000000000004,0,0,210,0,0.03,0,0,0,0.020000000000000004
244,Random Point,NA,na,2024-10-07T00:00:00Z,Fall,36.7365,-121.80449,None,Salt Grass,0.1,0.15,0.135,0.12150000000000001,0.13177499999999998,0.015764624999999997,0.013500000000000002,0.85,0.03,0,0,0,0,0.06,0.045,0,0,0,0,0,0.015,0,0,270,0.075,0.06,0,0,0,0.015
149,Random Point,NA,na,2024-10-07T00:00:00Z,Fall,36.7355,-121.80488,None,None,0.05,0.05,0.020000000000000004,0.007,0.04965,3.9300000000000007e-4,0.013000000000000003,0.95,0.020000000000000004,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,360,0.020000000000000004,0,0,0,0,0.03
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.527916666669999,1.5434999999999997,0.7144166666670002,5.2005,1.4595,1.9925000000000002,0.3775,0.17,0.005,0.015,0.044,0.0355,1.933666666699999,0.34600000000000014,0.265,NA,NA,NA,NA,NA,NA,NA
